in s,C1 in V
-1.0240600E-04,-2.01525E+00
-1.0239200E-04,-2.00724E+00
-1.0237800E-04,-2.01525E+00
-1.0236400E-04,-2.00724E+00
-1.0235000E-04,-2.00724E+00
-1.0233600E-04,-2.00724E+00
-1.0232200E-04,-2.00724E+00
-1.0230800E-04,-2.01525E+00
-1.0229400E-04,-1.99122E+00
-1.0228000E-04,-2.00724E+00
-1.0226600E-04,-2.00724E+00
-1.0225200E-04,-2.03126E+00
-1.0223800E-04,-2.03126E+00
-1.0222400E-04,-2.02325E+00
-1.0221000E-04,-2.02325E+00
-1.0219600E-04,-1.99122E+00
-1.0218200E-04,-2.00724E+00
-1.0216800E-04,-2.01525E+00
-1.0215400E-04,-1.99923E+00
-1.0214000E-04,-1.99923E+00
-1.0212600E-04,-2.00724E+00
-1.0211200E-04,-2.00724E+00
-1.0209800E-04,-2.00724E+00
-1.0208400E-04,-2.02325E+00
-1.0207000E-04,-2.00724E+00
-1.0205600E-04,-2.00724E+00
-1.0204200E-04,-2.01525E+00
-1.0202800E-04,-2.00724E+00
-1.0201400E-04,-2.02325E+00
-1.0200000E-04,-2.01525E+00
-1.0198600E-04,-2.03126E+00
-1.0197200E-04,-2.03126E+00
-1.0195800E-04,-2.00724E+00
-1.0194400E-04,-2.02325E+00
-1.0193000E-04,-1.99923E+00
-1.0191600E-04,-1.99122E+00
-1.0190200E-04,-2.00724E+00
-1.0188800E-04,-1.99122E+00
-1.0187400E-04,-2.00724E+00
-1.0186000E-04,-1.99122E+00
-1.0184600E-04,-2.00724E+00
-1.0183200E-04,-1.98321E+00
-1.0181800E-04,-2.00724E+00
-1.0180400E-04,-2.00724E+00
-1.0179000E-04,-2.02325E+00
-1.0177600E-04,-2.01525E+00
-1.0176200E-04,-2.00724E+00
-1.0174800E-04,-2.02325E+00
-1.0173400E-04,-2.03126E+00
-1.0172000E-04,-2.00724E+00
-1.0170600E-04,-2.00724E+00
-1.0169200E-04,-2.03126E+00
-1.0167800E-04,-1.99122E+00
-1.0166400E-04,-1.99923E+00
-1.0165000E-04,-2.00724E+00
-1.0163600E-04,-2.03126E+00
-1.0162200E-04,-2.00724E+00
-1.0160800E-04,-2.00724E+00
-1.0159400E-04,-2.02325E+00
-1.0158000E-04,-2.02325E+00
-1.0156600E-04,-2.01525E+00
-1.0155200E-04,-2.02325E+00
-1.0153800E-04,-2.00724E+00
-1.0152400E-04,-2.02325E+00
-1.0151000E-04,-2.00724E+00
-1.0149600E-04,-1.99923E+00
-1.0148200E-04,-2.00724E+00
-1.0146800E-04,-2.01525E+00
-1.0145400E-04,-1.97521E+00
-1.0144000E-04,-2.01525E+00
-1.0142600E-04,-2.01525E+00
-1.0141200E-04,-2.00724E+00
-1.0139800E-04,-1.98321E+00
-1.0138400E-04,-2.01525E+00
-1.0137000E-04,-1.99923E+00
-1.0135600E-04,-2.01525E+00
-1.0134200E-04,-2.00724E+00
-1.0132800E-04,-2.03126E+00
-1.0131400E-04,-1.99923E+00
-1.0130000E-04,-1.99122E+00
-1.0128600E-04,-2.01525E+00
-1.0127200E-04,-2.02325E+00
-1.0125800E-04,-1.99923E+00
-1.0124400E-04,-2.03126E+00
-1.0123000E-04,-1.99923E+00
-1.0121600E-04,-1.99122E+00
-1.0120200E-04,-2.00724E+00
-1.0118800E-04,-2.00724E+00
-1.0117400E-04,-2.03126E+00
-1.0116000E-04,-2.00724E+00
-1.0114600E-04,-2.00724E+00
-1.0113200E-04,-1.99122E+00
-1.0111800E-04,-2.00724E+00
-1.0110400E-04,-2.01525E+00
-1.0109000E-04,-2.00724E+00
-1.0107600E-04,-1.98321E+00
-1.0106200E-04,-2.00724E+00
-1.0104800E-04,-1.99122E+00
-1.0103400E-04,-1.99122E+00
-1.0102000E-04,-2.00724E+00
-1.0100600E-04,-2.00724E+00
-1.0099200E-04,-1.99122E+00
-1.0097800E-04,-1.99923E+00
-1.0096400E-04,-2.03126E+00
-1.0095000E-04,-2.00724E+00
-1.0093600E-04,-1.99122E+00
-1.0092200E-04,-2.02325E+00
-1.0090800E-04,-2.00724E+00
-1.0089400E-04,-2.02325E+00
-1.0088000E-04,-2.00724E+00
-1.0086600E-04,-2.01525E+00
-1.0085200E-04,-1.99122E+00
-1.0083800E-04,-1.99122E+00
-1.0082400E-04,-2.02325E+00
-1.0081000E-04,-1.99923E+00
-1.0079600E-04,-2.03126E+00
-1.0078200E-04,-2.00724E+00
-1.0076800E-04,-2.00724E+00
-1.0075400E-04,-2.00724E+00
-1.0074000E-04,-2.00724E+00
-1.0072600E-04,-1.99923E+00
-1.0071200E-04,-2.00724E+00
-1.0069800E-04,-2.01525E+00
-1.0068400E-04,-2.01525E+00
-1.0067000E-04,-2.04728E+00
-1.0065600E-04,-2.02325E+00
-1.0064200E-04,-2.00724E+00
-1.0062800E-04,-2.03126E+00
-1.0061400E-04,-2.00724E+00
-1.0060000E-04,-2.01525E+00
-1.0058600E-04,-2.00724E+00
-1.0057200E-04,-1.99923E+00
-1.0055800E-04,-2.01525E+00
-1.0054400E-04,-2.00724E+00
-1.0053000E-04,-2.01525E+00
-1.0051600E-04,-2.03126E+00
-1.0050200E-04,-2.00724E+00
-1.0048800E-04,-2.02325E+00
-1.0047400E-04,-2.01525E+00
-1.0046000E-04,-2.01525E+00
-1.0044600E-04,-1.99923E+00
-1.0043200E-04,-2.03126E+00
-1.0041800E-04,-1.99122E+00
-1.0040400E-04,-2.00724E+00
-1.0039000E-04,-2.02325E+00
-1.0037600E-04,-2.00724E+00
-1.0036200E-04,-2.01525E+00
-1.0034800E-04,-1.99923E+00
-1.0033400E-04,-2.01525E+00
-1.0032000E-04,-2.02325E+00
-1.0030600E-04,-2.00724E+00
-1.0029200E-04,-2.00724E+00
-1.0027800E-04,-1.99923E+00
-1.0026400E-04,-2.00724E+00
-1.0025000E-04,-1.99923E+00
-1.0023600E-04,-2.02325E+00
-1.0022200E-04,-1.99923E+00
-1.0020800E-04,-2.03927E+00
-1.0019400E-04,-2.00724E+00
-1.0018000E-04,-2.00724E+00
-1.0016600E-04,-2.01525E+00
-1.0015200E-04,-2.00724E+00
-1.0013800E-04,-2.00724E+00
-1.0012400E-04,-2.03126E+00
-1.0011000E-04,-1.99122E+00
-1.0009600E-04,-2.00724E+00
-1.0008200E-04,-2.00724E+00
-1.0006800E-04,-1.99122E+00
-1.0005400E-04,-2.00724E+00
-1.0004000E-04,-2.00724E+00
-1.0002600E-04,-2.02325E+00
-1.0001200E-04,-2.00724E+00
-9.9998000E-05,-2.00724E+00
-9.9984000E-05,-1.99923E+00
-9.9970000E-05,-1.99923E+00
-9.9956000E-05,-1.98321E+00
-9.9942000E-05,-2.00724E+00
-9.9928000E-05,-1.99923E+00
-9.9914000E-05,-2.02325E+00
-9.9900000E-05,-2.03126E+00
-9.9886000E-05,-2.03126E+00
-9.9872000E-05,-2.01525E+00
-9.9858000E-05,-2.00724E+00
-9.9844000E-05,-2.00724E+00
-9.9830000E-05,-1.99122E+00
-9.9816000E-05,-2.00724E+00
-9.9802000E-05,-1.99923E+00
-9.9788000E-05,-2.01525E+00
-9.9774000E-05,-2.02325E+00
-9.9760000E-05,-1.99923E+00
-9.9746000E-05,-2.00724E+00
-9.9732000E-05,-2.00724E+00
-9.9718000E-05,-2.00724E+00
-9.9704000E-05,-2.01525E+00
-9.9690000E-05,-2.02325E+00
-9.9676000E-05,-1.99923E+00
-9.9662000E-05,-1.99923E+00
-9.9648000E-05,-1.99923E+00
-9.9634000E-05,-2.00724E+00
-9.9620000E-05,-2.02325E+00
-9.9606000E-05,-2.01525E+00
-9.9592000E-05,-1.99923E+00
-9.9578000E-05,-1.99923E+00
-9.9564000E-05,-2.02325E+00
-9.9550000E-05,-2.01525E+00
-9.9536000E-05,-2.04728E+00
-9.9522000E-05,-1.99122E+00
-9.9508000E-05,-2.00724E+00
-9.9494000E-05,-2.01525E+00
-9.9480000E-05,-1.99923E+00
-9.9466000E-05,-1.99122E+00
-9.9452000E-05,-2.02325E+00
-9.9438000E-05,-2.00724E+00
-9.9424000E-05,-2.01525E+00
-9.9410000E-05,-2.01525E+00
-9.9396000E-05,-2.00724E+00
-9.9382000E-05,-1.99923E+00
-9.9368000E-05,-2.02325E+00
-9.9354000E-05,-2.00724E+00
-9.9340000E-05,-1.99923E+00
-9.9326000E-05,-1.99923E+00
-9.9312000E-05,-2.01525E+00
-9.9298000E-05,-2.00724E+00
-9.9284000E-05,-2.02325E+00
-9.9270000E-05,-1.99923E+00
-9.9256000E-05,-2.02325E+00
-9.9242000E-05,-2.01525E+00
-9.9228000E-05,-2.01525E+00
-9.9214000E-05,-2.00724E+00
-9.9200000E-05,-2.00724E+00
-9.9186000E-05,-2.00724E+00
-9.9172000E-05,-2.00724E+00
-9.9158000E-05,-1.98321E+00
-9.9144000E-05,-2.00724E+00
-9.9130000E-05,-2.00724E+00
-9.9116000E-05,-2.02325E+00
-9.9102000E-05,-2.03126E+00
-9.9088000E-05,-2.02325E+00
-9.9074000E-05,-2.01525E+00
-9.9060000E-05,-2.01525E+00
-9.9046000E-05,-2.00724E+00
-9.9032000E-05,-1.99122E+00
-9.9018000E-05,-2.01525E+00
-9.9004000E-05,-2.00724E+00
-9.8990000E-05,-2.03126E+00
-9.8976000E-05,-2.00724E+00
-9.8962000E-05,-2.00724E+00
-9.8948000E-05,-2.00724E+00
-9.8934000E-05,-2.00724E+00
-9.8920000E-05,-2.01525E+00
-9.8906000E-05,-1.99923E+00
-9.8892000E-05,-2.03126E+00
-9.8878000E-05,-2.00724E+00
-9.8864000E-05,-1.99122E+00
-9.8850000E-05,-2.03126E+00
-9.8836000E-05,-2.00724E+00
-9.8822000E-05,-2.01525E+00
-9.8808000E-05,-2.02325E+00
-9.8794000E-05,-2.03126E+00
-9.8780000E-05,-2.00724E+00
-9.8766000E-05,-1.97521E+00
-9.8752000E-05,-2.00724E+00
-9.8738000E-05,-2.02325E+00
-9.8724000E-05,-2.02325E+00
-9.8710000E-05,-2.00724E+00
-9.8696000E-05,-2.03126E+00
-9.8682000E-05,-1.99122E+00
-9.8668000E-05,-2.03126E+00
-9.8654000E-05,-2.00724E+00
-9.8640000E-05,-2.01525E+00
-9.8626000E-05,-2.01525E+00
-9.8612000E-05,-2.00724E+00
-9.8598000E-05,-1.99923E+00
-9.8584000E-05,-2.00724E+00
-9.8570000E-05,-1.99122E+00
-9.8556000E-05,-2.02325E+00
-9.8542000E-05,-2.00724E+00
-9.8528000E-05,-2.00724E+00
-9.8514000E-05,-1.99122E+00
-9.8500000E-05,-2.00724E+00
-9.8486000E-05,-2.00724E+00
-9.8472000E-05,-2.02325E+00
-9.8458000E-05,-2.00724E+00
-9.8444000E-05,-2.01525E+00
-9.8430000E-05,-2.02325E+00
-9.8416000E-05,-2.03126E+00
-9.8402000E-05,-2.01525E+00
-9.8388000E-05,-2.01525E+00
-9.8374000E-05,-2.01525E+00
-9.8360000E-05,-2.02325E+00
-9.8346000E-05,-1.99923E+00
-9.8332000E-05,-2.00724E+00
-9.8318000E-05,-1.99923E+00
-9.8304000E-05,-2.03126E+00
-9.8290000E-05,-2.00724E+00
-9.8276000E-05,-2.00724E+00
-9.8262000E-05,-1.99923E+00
-9.8248000E-05,-2.02325E+00
-9.8234000E-05,-2.02325E+00
-9.8220000E-05,-2.00724E+00
-9.8206000E-05,-1.99122E+00
-9.8192000E-05,-2.02325E+00
-9.8178000E-05,-2.00724E+00
-9.8164000E-05,-2.01525E+00
-9.8150000E-05,-1.99122E+00
-9.8136000E-05,-1.99923E+00
-9.8122000E-05,-2.01525E+00
-9.8108000E-05,-1.99923E+00
-9.8094000E-05,-2.00724E+00
-9.8080000E-05,-2.01525E+00
-9.8066000E-05,-2.00724E+00
-9.8052000E-05,-2.01525E+00
-9.8038000E-05,-1.99923E+00
-9.8024000E-05,-2.02325E+00
-9.8010000E-05,-2.01525E+00
-9.7996000E-05,-1.99923E+00
-9.7982000E-05,-2.01525E+00
-9.7968000E-05,-1.99923E+00
-9.7954000E-05,-1.98321E+00
-9.7940000E-05,-2.01525E+00
-9.7926000E-05,-2.01525E+00
-9.7912000E-05,-2.00724E+00
-9.7898000E-05,-2.02325E+00
-9.7884000E-05,-2.01525E+00
-9.7870000E-05,-1.99923E+00
-9.7856000E-05,-2.01525E+00
-9.7842000E-05,-2.00724E+00
-9.7828000E-05,-1.99122E+00
-9.7814000E-05,-2.00724E+00
-9.7800000E-05,-2.00724E+00
-9.7786000E-05,-2.00724E+00
-9.7772000E-05,-2.03126E+00
-9.7758000E-05,-2.01525E+00
-9.7744000E-05,-2.01525E+00
-9.7730000E-05,-2.01525E+00
-9.7716000E-05,-2.01525E+00
-9.7702000E-05,-2.00724E+00
-9.7688000E-05,-1.98321E+00
-9.7674000E-05,-1.99923E+00
-9.7660000E-05,-2.03927E+00
-9.7646000E-05,-1.98321E+00
-9.7632000E-05,-1.99923E+00
-9.7618000E-05,-1.99923E+00
-9.7604000E-05,-1.99923E+00
-9.7590000E-05,-1.99923E+00
-9.7576000E-05,-2.00724E+00
-9.7562000E-05,-1.99122E+00
-9.7548000E-05,-2.02325E+00
-9.7534000E-05,-2.01525E+00
-9.7520000E-05,-2.00724E+00
-9.7506000E-05,-2.01525E+00
-9.7492000E-05,-2.00724E+00
-9.7478000E-05,-1.99122E+00
-9.7464000E-05,-2.00724E+00
-9.7450000E-05,-1.99122E+00
-9.7436000E-05,-2.01525E+00
-9.7422000E-05,-2.00724E+00
-9.7408000E-05,-2.00724E+00
-9.7394000E-05,-2.01525E+00
-9.7380000E-05,-2.01525E+00
-9.7366000E-05,-1.99923E+00
-9.7352000E-05,-1.99923E+00
-9.7338000E-05,-1.98321E+00
-9.7324000E-05,-2.00724E+00
-9.7310000E-05,-2.02325E+00
-9.7296000E-05,-2.00724E+00
-9.7282000E-05,-2.03126E+00
-9.7268000E-05,-2.02325E+00
-9.7254000E-05,-2.01525E+00
-9.7240000E-05,-1.99122E+00
-9.7226000E-05,-2.00724E+00
-9.7212000E-05,-1.99923E+00
-9.7198000E-05,-1.99923E+00
-9.7184000E-05,-2.01525E+00
-9.7170000E-05,-2.02325E+00
-9.7156000E-05,-2.02325E+00
-9.7142000E-05,-2.00724E+00
-9.7128000E-05,-2.01525E+00
-9.7114000E-05,-1.97521E+00
-9.7100000E-05,-2.02325E+00
-9.7086000E-05,-2.01525E+00
-9.7072000E-05,-1.99122E+00
-9.7058000E-05,-2.01525E+00
-9.7044000E-05,-1.99923E+00
-9.7030000E-05,-2.01525E+00
-9.7016000E-05,-1.99122E+00
-9.7002000E-05,-1.97521E+00
-9.6988000E-05,-1.99923E+00
-9.6974000E-05,-2.01525E+00
-9.6960000E-05,-2.00724E+00
-9.6946000E-05,-2.00724E+00
-9.6932000E-05,-2.00724E+00
-9.6918000E-05,-1.99923E+00
-9.6904000E-05,-2.01525E+00
-9.6890000E-05,-2.01525E+00
-9.6876000E-05,-1.99923E+00
-9.6862000E-05,-2.02325E+00
-9.6848000E-05,-1.99923E+00
-9.6834000E-05,-2.00724E+00
-9.6820000E-05,-2.00724E+00
-9.6806000E-05,-2.00724E+00
-9.6792000E-05,-2.02325E+00
-9.6778000E-05,-1.99923E+00
-9.6764000E-05,-2.03126E+00
-9.6750000E-05,-1.99923E+00
-9.6736000E-05,-2.01525E+00
-9.6722000E-05,-2.00724E+00
-9.6708000E-05,-2.03126E+00
-9.6694000E-05,-2.00724E+00
-9.6680000E-05,-2.01525E+00
-9.6666000E-05,-2.02325E+00
-9.6652000E-05,-2.02325E+00
-9.6638000E-05,-2.03126E+00
-9.6624000E-05,-2.02325E+00
-9.6610000E-05,-2.00724E+00
-9.6596000E-05,-1.99923E+00
-9.6582000E-05,-2.02325E+00
-9.6568000E-05,-1.99923E+00
-9.6554000E-05,-2.01525E+00
-9.6540000E-05,-2.00724E+00
-9.6526000E-05,-2.00724E+00
-9.6512000E-05,-2.02325E+00
-9.6498000E-05,-2.00724E+00
-9.6484000E-05,-2.02325E+00
-9.6470000E-05,-1.99122E+00
-9.6456000E-05,-2.00724E+00
-9.6442000E-05,-1.98321E+00
-9.6428000E-05,-2.01525E+00
-9.6414000E-05,-1.98321E+00
-9.6400000E-05,-2.00724E+00
-9.6386000E-05,-2.00724E+00
-9.6372000E-05,-1.99923E+00
-9.6358000E-05,-2.02325E+00
-9.6344000E-05,-1.99923E+00
-9.6330000E-05,-1.99923E+00
-9.6316000E-05,-2.01525E+00
-9.6302000E-05,-1.99923E+00
-9.6288000E-05,-2.03126E+00
-9.6274000E-05,-2.01525E+00
-9.6260000E-05,-1.99122E+00
-9.6246000E-05,-2.00724E+00
-9.6232000E-05,-2.00724E+00
-9.6218000E-05,-1.99122E+00
-9.6204000E-05,-2.00724E+00
-9.6190000E-05,-2.00724E+00
-9.6176000E-05,-2.03126E+00
-9.6162000E-05,-1.99923E+00
-9.6148000E-05,-2.00724E+00
-9.6134000E-05,-1.99122E+00
-9.6120000E-05,-2.03927E+00
-9.6106000E-05,-1.99122E+00
-9.6092000E-05,-2.01525E+00
-9.6078000E-05,-1.98321E+00
-9.6064000E-05,-2.01525E+00
-9.6050000E-05,-1.99923E+00
-9.6036000E-05,-1.99923E+00
-9.6022000E-05,-2.00724E+00
-9.6008000E-05,-2.02325E+00
-9.5994000E-05,-1.98321E+00
-9.5980000E-05,-2.01525E+00
-9.5966000E-05,-2.02325E+00
-9.5952000E-05,-2.02325E+00
-9.5938000E-05,-2.04728E+00
-9.5924000E-05,-2.02325E+00
-9.5910000E-05,-2.01525E+00
-9.5896000E-05,-2.00724E+00
-9.5882000E-05,-2.00724E+00
-9.5868000E-05,-2.00724E+00
-9.5854000E-05,-2.01525E+00
-9.5840000E-05,-2.01525E+00
-9.5826000E-05,-2.02325E+00
-9.5812000E-05,-2.01525E+00
-9.5798000E-05,-1.99122E+00
-9.5784000E-05,-2.00724E+00
-9.5770000E-05,-2.00724E+00
-9.5756000E-05,-2.00724E+00
-9.5742000E-05,-1.99923E+00
-9.5728000E-05,-2.00724E+00
-9.5714000E-05,-2.00724E+00
-9.5700000E-05,-1.99122E+00
-9.5686000E-05,-2.00724E+00
-9.5672000E-05,-2.03126E+00
-9.5658000E-05,-2.01525E+00
-9.5644000E-05,-1.98321E+00
-9.5630000E-05,-2.01525E+00
-9.5616000E-05,-2.03126E+00
-9.5602000E-05,-1.99923E+00
-9.5588000E-05,-2.01525E+00
-9.5574000E-05,-1.99122E+00
-9.5560000E-05,-2.00724E+00
-9.5546000E-05,-2.01525E+00
-9.5532000E-05,-2.02325E+00
-9.5518000E-05,-2.02325E+00
-9.5504000E-05,-2.02325E+00
-9.5490000E-05,-2.00724E+00
-9.5476000E-05,-2.01525E+00
-9.5462000E-05,-2.00724E+00
-9.5448000E-05,-2.00724E+00
-9.5434000E-05,-1.99122E+00
-9.5420000E-05,-1.99923E+00
-9.5406000E-05,-2.00724E+00
-9.5392000E-05,-2.01525E+00
-9.5378000E-05,-2.02325E+00
-9.5364000E-05,-2.01525E+00
-9.5350000E-05,-2.03126E+00
-9.5336000E-05,-2.00724E+00
-9.5322000E-05,-2.00724E+00
-9.5308000E-05,-2.01525E+00
-9.5294000E-05,-1.99923E+00
-9.5280000E-05,-1.99923E+00
-9.5266000E-05,-1.99923E+00
-9.5252000E-05,-2.02325E+00
-9.5238000E-05,-2.01525E+00
-9.5224000E-05,-2.00724E+00
-9.5210000E-05,-1.99923E+00
-9.5196000E-05,-2.00724E+00
-9.5182000E-05,-1.99122E+00
-9.5168000E-05,-1.99923E+00
-9.5154000E-05,-2.01525E+00
-9.5140000E-05,-2.00724E+00
-9.5126000E-05,-2.02325E+00
-9.5112000E-05,-1.99122E+00
-9.5098000E-05,-2.02325E+00
-9.5084000E-05,-1.99122E+00
-9.5070000E-05,-2.03927E+00
-9.5056000E-05,-2.02325E+00
-9.5042000E-05,-2.02325E+00
-9.5028000E-05,-1.99923E+00
-9.5014000E-05,-2.01525E+00
-9.5000000E-05,-2.01525E+00
-9.4986000E-05,-1.99923E+00
-9.4972000E-05,-1.99923E+00
-9.4958000E-05,-2.00724E+00
-9.4944000E-05,-2.02325E+00
-9.4930000E-05,-2.01525E+00
-9.4916000E-05,-1.99122E+00
-9.4902000E-05,-1.99923E+00
-9.4888000E-05,-2.02325E+00
-9.4874000E-05,-2.01525E+00
-9.4860000E-05,-2.02325E+00
-9.4846000E-05,-2.01525E+00
-9.4832000E-05,-2.03126E+00
-9.4818000E-05,-1.99122E+00
-9.4804000E-05,-2.01525E+00
-9.4790000E-05,-2.00724E+00
-9.4776000E-05,-2.00724E+00
-9.4762000E-05,-1.97521E+00
-9.4748000E-05,-2.00724E+00
-9.4734000E-05,-1.99923E+00
-9.4720000E-05,-1.99923E+00
-9.4706000E-05,-2.02325E+00
-9.4692000E-05,-2.00724E+00
-9.4678000E-05,-2.00724E+00
-9.4664000E-05,-2.02325E+00
-9.4650000E-05,-1.99122E+00
-9.4636000E-05,-2.00724E+00
-9.4622000E-05,-1.99122E+00
-9.4608000E-05,-2.03126E+00
-9.4594000E-05,-2.00724E+00
-9.4580000E-05,-2.01525E+00
-9.4566000E-05,-2.00724E+00
-9.4552000E-05,-2.02325E+00
-9.4538000E-05,-1.99923E+00
-9.4524000E-05,-2.00724E+00
-9.4510000E-05,-2.00724E+00
-9.4496000E-05,-2.02325E+00
-9.4482000E-05,-2.00724E+00
-9.4468000E-05,-1.98321E+00
-9.4454000E-05,-2.00724E+00
-9.4440000E-05,-2.00724E+00
-9.4426000E-05,-2.02325E+00
-9.4412000E-05,-2.01525E+00
-9.4398000E-05,-2.01525E+00
-9.4384000E-05,-2.02325E+00
-9.4370000E-05,-2.01525E+00
-9.4356000E-05,-2.03126E+00
-9.4342000E-05,-2.01525E+00
-9.4328000E-05,-2.01525E+00
-9.4314000E-05,-1.99923E+00
-9.4300000E-05,-2.00724E+00
-9.4286000E-05,-1.99923E+00
-9.4272000E-05,-2.02325E+00
-9.4258000E-05,-2.00724E+00
-9.4244000E-05,-2.01525E+00
-9.4230000E-05,-1.99122E+00
-9.4216000E-05,-2.00724E+00
-9.4202000E-05,-1.99923E+00
-9.4188000E-05,-2.03126E+00
-9.4174000E-05,-2.00724E+00
-9.4160000E-05,-2.00724E+00
-9.4146000E-05,-2.03126E+00
-9.4132000E-05,-1.99923E+00
-9.4118000E-05,-2.01525E+00
-9.4104000E-05,-2.00724E+00
-9.4090000E-05,-2.00724E+00
-9.4076000E-05,-1.98321E+00
-9.4062000E-05,-2.01525E+00
-9.4048000E-05,-2.01525E+00
-9.4034000E-05,-2.01525E+00
-9.4020000E-05,-2.00724E+00
-9.4006000E-05,-2.00724E+00
-9.3992000E-05,-1.99923E+00
-9.3978000E-05,-2.00724E+00
-9.3964000E-05,-2.01525E+00
-9.3950000E-05,-1.99122E+00
-9.3936000E-05,-2.01525E+00
-9.3922000E-05,-2.01525E+00
-9.3908000E-05,-2.02325E+00
-9.3894000E-05,-1.99122E+00
-9.3880000E-05,-2.01525E+00
-9.3866000E-05,-2.00724E+00
-9.3852000E-05,-2.00724E+00
-9.3838000E-05,-2.01525E+00
-9.3824000E-05,-2.00724E+00
-9.3810000E-05,-2.03126E+00
-9.3796000E-05,-1.99923E+00
-9.3782000E-05,-2.00724E+00
-9.3768000E-05,-2.01525E+00
-9.3754000E-05,-1.99923E+00
-9.3740000E-05,-1.99923E+00
-9.3726000E-05,-1.99923E+00
-9.3712000E-05,-2.00724E+00
-9.3698000E-05,-1.99122E+00
-9.3684000E-05,-2.00724E+00
-9.3670000E-05,-1.99923E+00
-9.3656000E-05,-2.02325E+00
-9.3642000E-05,-2.00724E+00
-9.3628000E-05,-2.00724E+00
-9.3614000E-05,-2.00724E+00
-9.3600000E-05,-2.02325E+00
-9.3586000E-05,-2.00724E+00
-9.3572000E-05,-1.99923E+00
-9.3558000E-05,-2.00724E+00
-9.3544000E-05,-2.00724E+00
-9.3530000E-05,-2.00724E+00
-9.3516000E-05,-2.00724E+00
-9.3502000E-05,-2.03927E+00
-9.3488000E-05,-1.99923E+00
-9.3474000E-05,-2.00724E+00
-9.3460000E-05,-1.97521E+00
-9.3446000E-05,-2.01525E+00
-9.3432000E-05,-1.99923E+00
-9.3418000E-05,-2.03126E+00
-9.3404000E-05,-2.01525E+00
-9.3390000E-05,-2.00724E+00
-9.3376000E-05,-2.00724E+00
-9.3362000E-05,-2.00724E+00
-9.3348000E-05,-2.02325E+00
-9.3334000E-05,-2.01525E+00
-9.3320000E-05,-2.00724E+00
-9.3306000E-05,-2.02325E+00
-9.3292000E-05,-2.02325E+00
-9.3278000E-05,-2.01525E+00
-9.3264000E-05,-2.02325E+00
-9.3250000E-05,-2.02325E+00
-9.3236000E-05,-2.00724E+00
-9.3222000E-05,-2.02325E+00
-9.3208000E-05,-2.00724E+00
-9.3194000E-05,-1.99122E+00
-9.3180000E-05,-1.99923E+00
-9.3166000E-05,-2.02325E+00
-9.3152000E-05,-1.99923E+00
-9.3138000E-05,-2.01525E+00
-9.3124000E-05,-2.03126E+00
-9.3110000E-05,-1.99923E+00
-9.3096000E-05,-2.02325E+00
-9.3082000E-05,-1.99923E+00
-9.3068000E-05,-2.01525E+00
-9.3054000E-05,-1.99923E+00
-9.3040000E-05,-1.99122E+00
-9.3026000E-05,-2.01525E+00
-9.3012000E-05,-2.02325E+00
-9.2998000E-05,-1.99923E+00
-9.2984000E-05,-1.98321E+00
-9.2970000E-05,-2.01525E+00
-9.2956000E-05,-2.00724E+00
-9.2942000E-05,-2.00724E+00
-9.2928000E-05,-1.99923E+00
-9.2914000E-05,-2.01525E+00
-9.2900000E-05,-1.98321E+00
-9.2886000E-05,-1.99122E+00
-9.2872000E-05,-2.00724E+00
-9.2858000E-05,-2.04728E+00
-9.2844000E-05,-2.00724E+00
-9.2830000E-05,-2.01525E+00
-9.2816000E-05,-1.99923E+00
-9.2802000E-05,-2.02325E+00
-9.2788000E-05,-1.99923E+00
-9.2774000E-05,-2.01525E+00
-9.2760000E-05,-1.99923E+00
-9.2746000E-05,-2.01525E+00
-9.2732000E-05,-2.00724E+00
-9.2718000E-05,-1.99122E+00
-9.2704000E-05,-2.02325E+00
-9.2690000E-05,-2.00724E+00
-9.2676000E-05,-2.00724E+00
-9.2662000E-05,-2.00724E+00
-9.2648000E-05,-2.00724E+00
-9.2634000E-05,-1.99923E+00
-9.2620000E-05,-2.00724E+00
-9.2606000E-05,-2.00724E+00
-9.2592000E-05,-2.00724E+00
-9.2578000E-05,-2.00724E+00
-9.2564000E-05,-1.99122E+00
-9.2550000E-05,-2.03126E+00
-9.2536000E-05,-1.98321E+00
-9.2522000E-05,-1.99923E+00
-9.2508000E-05,-2.03126E+00
-9.2494000E-05,-1.99122E+00
-9.2480000E-05,-2.00724E+00
-9.2466000E-05,-2.01525E+00
-9.2452000E-05,-1.99122E+00
-9.2438000E-05,-2.00724E+00
-9.2424000E-05,-2.03126E+00
-9.2410000E-05,-2.01525E+00
-9.2396000E-05,-2.01525E+00
-9.2382000E-05,-1.99122E+00
-9.2368000E-05,-2.01525E+00
-9.2354000E-05,-2.00724E+00
-9.2340000E-05,-2.00724E+00
-9.2326000E-05,-2.00724E+00
-9.2312000E-05,-1.99923E+00
-9.2298000E-05,-2.01525E+00
-9.2284000E-05,-1.97521E+00
-9.2270000E-05,-1.99923E+00
-9.2256000E-05,-2.00724E+00
-9.2242000E-05,-2.02325E+00
-9.2228000E-05,-2.00724E+00
-9.2214000E-05,-1.99923E+00
-9.2200000E-05,-2.00724E+00
-9.2186000E-05,-2.00724E+00
-9.2172000E-05,-2.01525E+00
-9.2158000E-05,-2.03126E+00
-9.2144000E-05,-2.01525E+00
-9.2130000E-05,-2.00724E+00
-9.2116000E-05,-2.00724E+00
