in s,C1 in V
4.03440E-06,3.94238E-01
4.03560E-06,4.04004E-01
4.03680E-06,3.94238E-01
4.03800E-06,3.89355E-01
4.03920E-06,3.74707E-01
4.04040E-06,3.84473E-01
4.04160E-06,3.94238E-01
4.04280E-06,3.99121E-01
4.04400E-06,3.89355E-01
4.04520E-06,3.84473E-01
4.04640E-06,3.89355E-01
4.04760E-06,3.99121E-01
4.04880E-06,3.89355E-01
4.05000E-06,3.94238E-01
4.05120E-06,3.94238E-01
4.05240E-06,3.89355E-01
4.05360E-06,3.84473E-01
4.05480E-06,3.94238E-01
4.05600E-06,3.99121E-01
4.05720E-06,4.04004E-01
4.05840E-06,4.04004E-01
4.05960E-06,4.08887E-01
4.06080E-06,4.04004E-01
4.06200E-06,4.04004E-01
4.06320E-06,3.74707E-01
4.06440E-06,4.08887E-01
4.06560E-06,3.94238E-01
4.06680E-06,3.99121E-01
4.06800E-06,3.89355E-01
4.06920E-06,3.94238E-01
4.07040E-06,3.89355E-01
4.07160E-06,3.89355E-01
4.07280E-06,3.94238E-01
4.07400E-06,3.89355E-01
4.07520E-06,3.94238E-01
4.07640E-06,4.04004E-01
4.07760E-06,4.04004E-01
4.07880E-06,3.89355E-01
4.08000E-06,3.94238E-01
4.08120E-06,3.99121E-01
4.08240E-06,3.84473E-01
4.08360E-06,4.04004E-01
4.08480E-06,3.94238E-01
4.08600E-06,3.89355E-01
4.08720E-06,3.94238E-01
4.08840E-06,3.84473E-01
4.08960E-06,3.89355E-01
4.09080E-06,3.84473E-01
4.09200E-06,3.94238E-01
4.09320E-06,3.89355E-01
4.09440E-06,3.99121E-01
4.09560E-06,3.99121E-01
4.09680E-06,3.94238E-01
4.09800E-06,3.84473E-01
4.09920E-06,4.04004E-01
4.10040E-06,3.84473E-01
4.10160E-06,3.84473E-01
4.10280E-06,3.89355E-01
4.10400E-06,3.89355E-01
4.10520E-06,3.94238E-01
4.10640E-06,3.84473E-01
4.10760E-06,3.99121E-01
4.10880E-06,3.89355E-01
4.11000E-06,3.84473E-01
4.11120E-06,3.94238E-01
4.11240E-06,3.94238E-01
4.11360E-06,3.79590E-01
4.11480E-06,3.79590E-01
4.11600E-06,3.69824E-01
4.11720E-06,3.69824E-01
4.11840E-06,3.89355E-01
4.11960E-06,3.84473E-01
4.12080E-06,3.99121E-01
4.12200E-06,3.89355E-01
4.12320E-06,4.13770E-01
4.12440E-06,3.99121E-01
4.12560E-06,3.84473E-01
4.12680E-06,3.79590E-01
4.12800E-06,3.84473E-01
4.12920E-06,3.84473E-01
4.13040E-06,3.84473E-01
4.13160E-06,3.89355E-01
4.13280E-06,3.84473E-01
4.13400E-06,3.84473E-01
4.13520E-06,3.84473E-01
4.13640E-06,3.69824E-01
4.13760E-06,3.79590E-01
4.13880E-06,3.84473E-01
4.14000E-06,3.84473E-01
4.14120E-06,3.74707E-01
4.14240E-06,3.89355E-01
4.14360E-06,3.84473E-01
4.14480E-06,3.79590E-01
4.14600E-06,3.89355E-01
4.14720E-06,3.94238E-01
4.14840E-06,3.89355E-01
4.14960E-06,3.79590E-01
4.15080E-06,3.89355E-01
4.15200E-06,3.89355E-01
4.15320E-06,3.89355E-01
4.15440E-06,3.79590E-01
4.15560E-06,3.94238E-01
4.15680E-06,3.99121E-01
4.15800E-06,3.84473E-01
4.15920E-06,3.84473E-01
4.16040E-06,3.89355E-01
4.16160E-06,3.69824E-01
4.16280E-06,3.55176E-01
4.16400E-06,3.94238E-01
4.16520E-06,3.84473E-01
4.16640E-06,3.84473E-01
4.16760E-06,3.79590E-01
4.16880E-06,3.84473E-01
4.17000E-06,3.89355E-01
4.17120E-06,3.79590E-01
4.17240E-06,3.74707E-01
4.17360E-06,3.69824E-01
4.17480E-06,3.74707E-01
4.17600E-06,3.84473E-01
4.17720E-06,3.84473E-01
4.17840E-06,3.79590E-01
4.17960E-06,3.84473E-01
4.18080E-06,3.94238E-01
4.18200E-06,3.99121E-01
4.18320E-06,3.69824E-01
4.18440E-06,3.74707E-01
4.18560E-06,3.89355E-01
4.18680E-06,3.89355E-01
4.18800E-06,3.89355E-01
4.18920E-06,3.84473E-01
4.19040E-06,3.84473E-01
4.19160E-06,3.84473E-01
4.19280E-06,3.79590E-01
4.19400E-06,3.79590E-01
4.19520E-06,3.74707E-01
4.19640E-06,3.89355E-01
4.19760E-06,3.79590E-01
4.19880E-06,3.84473E-01
4.20000E-06,3.69824E-01
4.20120E-06,3.74707E-01
4.20240E-06,3.79590E-01
4.20360E-06,3.89355E-01
4.20480E-06,3.79590E-01
4.20600E-06,3.69824E-01
4.20720E-06,3.79590E-01
4.20840E-06,3.89355E-01
4.20960E-06,3.94238E-01
4.21080E-06,3.69824E-01
4.21200E-06,3.84473E-01
4.21320E-06,3.69824E-01
4.21440E-06,3.89355E-01
4.21560E-06,3.79590E-01
4.21680E-06,3.79590E-01
4.21800E-06,3.74707E-01
4.21920E-06,3.94238E-01
4.22040E-06,3.79590E-01
4.22160E-06,3.89355E-01
4.22280E-06,3.74707E-01
4.22400E-06,3.74707E-01
4.22520E-06,3.94238E-01
4.22640E-06,3.79590E-01
4.22760E-06,3.89355E-01
4.22880E-06,3.89355E-01
4.23000E-06,3.74707E-01
4.23120E-06,3.84473E-01
4.23240E-06,3.79590E-01
4.23360E-06,3.69824E-01
4.23480E-06,3.74707E-01
4.23600E-06,3.74707E-01
4.23720E-06,3.69824E-01
4.23840E-06,3.69824E-01
4.23960E-06,3.74707E-01
4.24080E-06,3.74707E-01
4.24200E-06,3.79590E-01
4.24320E-06,3.60059E-01
4.24440E-06,3.69824E-01
4.24560E-06,3.69824E-01
4.24680E-06,3.69824E-01
4.24800E-06,3.74707E-01
4.24920E-06,3.69824E-01
4.25040E-06,3.69824E-01
4.25160E-06,3.69824E-01
4.25280E-06,3.69824E-01
4.25400E-06,3.69824E-01
4.25520E-06,3.74707E-01
4.25640E-06,3.69824E-01
4.25760E-06,3.64941E-01
4.25880E-06,3.74707E-01
4.26000E-06,3.69824E-01
4.26120E-06,3.69824E-01
4.26240E-06,3.74707E-01
4.26360E-06,3.79590E-01
4.26480E-06,3.74707E-01
4.26600E-06,3.74707E-01
4.26720E-06,3.79590E-01
4.26840E-06,3.69824E-01
4.26960E-06,3.84473E-01
4.27080E-06,3.55176E-01
4.27200E-06,3.79590E-01
4.27320E-06,3.69824E-01
4.27440E-06,3.60059E-01
4.27560E-06,3.79590E-01
4.27680E-06,3.74707E-01
4.27800E-06,3.69824E-01
4.27920E-06,3.79590E-01
4.28040E-06,3.64941E-01
4.28160E-06,3.69824E-01
4.28280E-06,3.74707E-01
4.28400E-06,3.69824E-01
4.28520E-06,3.79590E-01
4.28640E-06,3.84473E-01
4.28760E-06,3.84473E-01
4.28880E-06,3.79590E-01
4.29000E-06,3.64941E-01
4.29120E-06,3.79590E-01
4.29240E-06,3.64941E-01
4.29360E-06,3.60059E-01
4.29480E-06,3.69824E-01
4.29600E-06,3.64941E-01
4.29720E-06,3.69824E-01
4.29840E-06,3.64941E-01
4.29960E-06,3.55176E-01
4.30080E-06,3.69824E-01
4.30200E-06,3.79590E-01
4.30320E-06,3.74707E-01
4.30440E-06,3.74707E-01
4.30560E-06,3.60059E-01
4.30680E-06,3.69824E-01
4.30800E-06,3.64941E-01
4.30920E-06,3.69824E-01
4.31040E-06,3.69824E-01
4.31160E-06,3.69824E-01
4.31280E-06,3.69824E-01
4.31400E-06,3.50293E-01
4.31520E-06,3.60059E-01
4.31640E-06,3.74707E-01
4.31760E-06,3.55176E-01
4.31880E-06,3.60059E-01
4.32000E-06,3.60059E-01
4.32120E-06,3.69824E-01
4.32240E-06,3.74707E-01
4.32360E-06,3.74707E-01
4.32480E-06,3.64941E-01
4.32600E-06,3.69824E-01
4.32720E-06,3.64941E-01
4.32840E-06,3.64941E-01
4.32960E-06,3.60059E-01
4.33080E-06,3.74707E-01
4.33200E-06,3.60059E-01
4.33320E-06,3.69824E-01
4.33440E-06,3.64941E-01
4.33560E-06,3.69824E-01
4.33680E-06,3.74707E-01
4.33800E-06,3.64941E-01
4.33920E-06,3.79590E-01
4.34040E-06,3.69824E-01
4.34160E-06,3.69824E-01
4.34280E-06,3.69824E-01
4.34400E-06,3.64941E-01
4.34520E-06,3.60059E-01
4.34640E-06,3.60059E-01
4.34760E-06,3.55176E-01
4.34880E-06,3.64941E-01
4.35000E-06,3.45410E-01
4.35120E-06,3.60059E-01
4.35240E-06,3.55176E-01
4.35360E-06,3.64941E-01
4.35480E-06,3.69824E-01
4.35600E-06,3.69824E-01
4.35720E-06,3.64941E-01
4.35840E-06,3.64941E-01
4.35960E-06,3.69824E-01
4.36080E-06,3.64941E-01
4.36200E-06,3.69824E-01
4.36320E-06,3.55176E-01
4.36440E-06,3.64941E-01
4.36560E-06,3.55176E-01
4.36680E-06,3.50293E-01
4.36800E-06,3.69824E-01
4.36920E-06,3.55176E-01
4.37040E-06,3.50293E-01
4.37160E-06,3.60059E-01
4.37280E-06,3.69824E-01
4.37400E-06,3.64941E-01
4.37520E-06,3.64941E-01
4.37640E-06,3.50293E-01
4.37760E-06,3.60059E-01
4.37880E-06,3.64941E-01
4.38000E-06,3.60059E-01
4.38120E-06,3.60059E-01
4.38240E-06,3.64941E-01
4.38360E-06,3.64941E-01
4.38480E-06,3.69824E-01
4.38600E-06,3.55176E-01
4.38720E-06,3.50293E-01
4.38840E-06,3.55176E-01
4.38960E-06,3.60059E-01
4.39080E-06,3.55176E-01
4.39200E-06,3.69824E-01
4.39320E-06,3.69824E-01
4.39440E-06,3.55176E-01
4.39560E-06,3.64941E-01
4.39680E-06,3.64941E-01
4.39800E-06,3.64941E-01
4.39920E-06,3.60059E-01
4.40040E-06,3.60059E-01
4.40160E-06,3.40527E-01
4.40280E-06,3.69824E-01
4.40400E-06,3.60059E-01
4.40520E-06,3.60059E-01
4.40640E-06,3.50293E-01
4.40760E-06,3.55176E-01
4.40880E-06,3.60059E-01
4.41000E-06,3.60059E-01
4.41120E-06,3.60059E-01
4.41240E-06,3.64941E-01
4.41360E-06,3.55176E-01
4.41480E-06,3.64941E-01
4.41600E-06,3.60059E-01
4.41720E-06,3.60059E-01
4.41840E-06,3.40527E-01
4.41960E-06,3.55176E-01
4.42080E-06,3.50293E-01
4.42200E-06,3.64941E-01
4.42320E-06,3.45410E-01
4.42440E-06,3.55176E-01
4.42560E-06,3.60059E-01
4.42680E-06,3.64941E-01
4.42800E-06,3.55176E-01
4.42920E-06,3.55176E-01
4.43040E-06,3.60059E-01
4.43160E-06,3.64941E-01
4.43280E-06,3.55176E-01
4.43400E-06,3.55176E-01
4.43520E-06,3.50293E-01
4.43640E-06,3.60059E-01
4.43760E-06,3.60059E-01
4.43880E-06,3.55176E-01
4.44000E-06,3.60059E-01
4.44120E-06,3.60059E-01
4.44240E-06,3.50293E-01
4.44360E-06,3.64941E-01
4.44480E-06,3.50293E-01
4.44600E-06,3.55176E-01
4.44720E-06,3.40527E-01
4.44840E-06,3.55176E-01
4.44960E-06,3.55176E-01
4.45080E-06,3.55176E-01
4.45200E-06,3.50293E-01
4.45320E-06,3.55176E-01
4.45440E-06,3.50293E-01
4.45560E-06,3.45410E-01
4.45680E-06,3.60059E-01
4.45800E-06,3.45410E-01
4.45920E-06,3.60059E-01
4.46040E-06,3.60059E-01
4.46160E-06,3.50293E-01
4.46280E-06,3.50293E-01
4.46400E-06,3.50293E-01
4.46520E-06,3.50293E-01
4.46640E-06,3.50293E-01
4.46760E-06,3.40527E-01
4.46880E-06,3.50293E-01
4.47000E-06,3.45410E-01
4.47120E-06,3.55176E-01
4.47240E-06,3.50293E-01
4.47360E-06,3.55176E-01
4.47480E-06,3.55176E-01
4.47600E-06,3.50293E-01
4.47720E-06,3.60059E-01
4.47840E-06,3.60059E-01
4.47960E-06,3.35645E-01
4.48080E-06,3.50293E-01
4.48200E-06,3.50293E-01
4.48320E-06,3.45410E-01
4.48440E-06,3.40527E-01
4.48560E-06,3.50293E-01
4.48680E-06,3.45410E-01
4.48800E-06,3.50293E-01
4.48920E-06,3.50293E-01
4.49040E-06,3.50293E-01
4.49160E-06,3.45410E-01
4.49280E-06,3.50293E-01
4.49400E-06,3.40527E-01
4.49520E-06,3.50293E-01
4.49640E-06,3.60059E-01
4.49760E-06,3.45410E-01
4.49880E-06,3.50293E-01
4.50000E-06,3.60059E-01
4.50120E-06,3.55176E-01
4.50240E-06,3.50293E-01
4.50360E-06,3.45410E-01
4.50480E-06,3.40527E-01
4.50600E-06,3.55176E-01
4.50720E-06,3.50293E-01
4.50840E-06,3.35645E-01
4.50960E-06,3.50293E-01
4.51080E-06,3.50293E-01
4.51200E-06,3.35645E-01
4.51320E-06,3.50293E-01
4.51440E-06,3.45410E-01
4.51560E-06,3.40527E-01
4.51680E-06,3.60059E-01
4.51800E-06,3.50293E-01
4.51920E-06,3.50293E-01
4.52040E-06,3.40527E-01
4.52160E-06,3.50293E-01
4.52280E-06,3.55176E-01
4.52400E-06,3.35645E-01
4.52520E-06,3.55176E-01
4.52640E-06,3.50293E-01
4.52760E-06,3.50293E-01
4.52880E-06,3.45410E-01
4.53000E-06,3.40527E-01
4.53120E-06,3.40527E-01
4.53240E-06,3.45410E-01
4.53360E-06,3.64941E-01
4.53480E-06,3.60059E-01
4.53600E-06,3.50293E-01
4.53720E-06,3.64941E-01
4.53840E-06,3.45410E-01
4.53960E-06,3.50293E-01
4.54080E-06,3.60059E-01
4.54200E-06,3.45410E-01
4.54320E-06,3.30762E-01
4.54440E-06,3.35645E-01
4.54560E-06,3.35645E-01
4.54680E-06,3.50293E-01
4.54800E-06,3.45410E-01
4.54920E-06,3.16113E-01
4.55040E-06,3.45410E-01
4.55160E-06,3.50293E-01
4.55280E-06,3.45410E-01
4.55400E-06,3.35645E-01
4.55520E-06,3.45410E-01
4.55640E-06,3.40527E-01
4.55760E-06,3.40527E-01
4.55880E-06,3.50293E-01
4.56000E-06,3.45410E-01
4.56120E-06,3.35645E-01
4.56240E-06,3.25879E-01
4.56360E-06,3.35645E-01
4.56480E-06,3.45410E-01
4.56600E-06,3.50293E-01
4.56720E-06,3.50293E-01
4.56840E-06,3.35645E-01
4.56960E-06,3.30762E-01
4.57080E-06,3.50293E-01
4.57200E-06,3.50293E-01
4.57320E-06,3.45410E-01
4.57440E-06,3.50293E-01
4.57560E-06,3.50293E-01
4.57680E-06,3.55176E-01
4.57800E-06,3.60059E-01
4.57920E-06,3.45410E-01
4.58040E-06,3.50293E-01
4.58160E-06,3.45410E-01
4.58280E-06,3.35645E-01
4.58400E-06,3.45410E-01
4.58520E-06,3.40527E-01
4.58640E-06,3.35645E-01
4.58760E-06,3.35645E-01
4.58880E-06,3.45410E-01
4.59000E-06,3.40527E-01
4.59120E-06,3.50293E-01
4.59240E-06,3.35645E-01
4.59360E-06,3.35645E-01
4.59480E-06,3.35645E-01
4.59600E-06,3.35645E-01
4.59720E-06,3.35645E-01
4.59840E-06,3.35645E-01
4.59960E-06,3.50293E-01
4.60080E-06,3.20996E-01
4.60200E-06,3.35645E-01
4.60320E-06,3.50293E-01
4.60440E-06,3.35645E-01
4.60560E-06,3.45410E-01
4.60680E-06,3.35645E-01
4.60800E-06,3.40527E-01
4.60920E-06,3.35645E-01
4.61040E-06,3.35645E-01
4.61160E-06,3.40527E-01
4.61280E-06,3.40527E-01
4.61400E-06,3.30762E-01
4.61520E-06,3.35645E-01
4.61640E-06,3.35645E-01
4.61760E-06,3.35645E-01
4.61880E-06,3.35645E-01
4.62000E-06,3.50293E-01
4.62120E-06,3.40527E-01
4.62240E-06,3.35645E-01
4.62360E-06,3.55176E-01
4.62480E-06,3.40527E-01
4.62600E-06,3.45410E-01
4.62720E-06,3.35645E-01
4.62840E-06,3.35645E-01
4.62960E-06,3.50293E-01
4.63080E-06,3.30762E-01
4.63200E-06,3.35645E-01
4.63320E-06,3.40527E-01
4.63440E-06,3.35645E-01
4.63560E-06,3.30762E-01
4.63680E-06,3.35645E-01
4.63800E-06,3.45410E-01
4.63920E-06,3.35645E-01
4.64040E-06,3.45410E-01
4.64160E-06,3.50293E-01
4.64280E-06,3.35645E-01
4.64400E-06,3.20996E-01
4.64520E-06,3.45410E-01
4.64640E-06,3.35645E-01
4.64760E-06,3.40527E-01
4.64880E-06,3.30762E-01
4.65000E-06,3.50293E-01
4.65120E-06,3.35645E-01
4.65240E-06,3.35645E-01
4.65360E-06,3.20996E-01
4.65480E-06,3.40527E-01
4.65600E-06,3.35645E-01
4.65720E-06,3.25879E-01
4.65840E-06,3.35645E-01
4.65960E-06,3.30762E-01
4.66080E-06,3.40527E-01
4.66200E-06,3.35645E-01
4.66320E-06,3.40527E-01
4.66440E-06,3.30762E-01
4.66560E-06,3.60059E-01
4.66680E-06,3.25879E-01
4.66800E-06,3.30762E-01
4.66920E-06,3.16113E-01
4.67040E-06,3.20996E-01
4.67160E-06,3.30762E-01
4.67280E-06,3.40527E-01
4.67400E-06,3.30762E-01
4.67520E-06,3.40527E-01
4.67640E-06,3.35645E-01
4.67760E-06,3.20996E-01
4.67880E-06,3.20996E-01
4.68000E-06,3.25879E-01
4.68120E-06,3.30762E-01
4.68240E-06,3.35645E-01
4.68360E-06,3.35645E-01
4.68480E-06,3.25879E-01
4.68600E-06,3.35645E-01
4.68720E-06,3.25879E-01
4.68840E-06,3.50293E-01
4.68960E-06,3.35645E-01
4.69080E-06,3.40527E-01
4.69200E-06,3.35645E-01
4.69320E-06,3.30762E-01
4.69440E-06,3.40527E-01
4.69560E-06,3.20996E-01
4.69680E-06,3.16113E-01
4.69800E-06,3.25879E-01
4.69920E-06,3.25879E-01
4.70040E-06,3.25879E-01
4.70160E-06,3.35645E-01
4.70280E-06,3.30762E-01
4.70400E-06,3.35645E-01
4.70520E-06,3.25879E-01
4.70640E-06,3.30762E-01
4.70760E-06,3.20996E-01
4.70880E-06,3.16113E-01
4.71000E-06,3.16113E-01
4.71120E-06,3.35645E-01
4.71240E-06,3.16113E-01
4.71360E-06,3.20996E-01
4.71480E-06,3.30762E-01
4.71600E-06,3.16113E-01
4.71720E-06,3.30762E-01
4.71840E-06,3.30762E-01
4.71960E-06,3.20996E-01
4.72080E-06,3.16113E-01
4.72200E-06,3.30762E-01
4.72320E-06,3.25879E-01
4.72440E-06,3.25879E-01
4.72560E-06,3.50293E-01
4.72680E-06,3.35645E-01
4.72800E-06,3.16113E-01
4.72920E-06,3.30762E-01
4.73040E-06,3.40527E-01
4.73160E-06,3.16113E-01
4.73280E-06,3.25879E-01
4.73400E-06,3.20996E-01
4.73520E-06,3.25879E-01
4.73640E-06,3.20996E-01
4.73760E-06,3.20996E-01
4.73880E-06,3.35645E-01
4.74000E-06,3.30762E-01
4.74120E-06,3.30762E-01
4.74240E-06,3.30762E-01
4.74360E-06,3.35645E-01
4.74480E-06,3.30762E-01
4.74600E-06,3.35645E-01
4.74720E-06,3.35645E-01
4.74840E-06,3.16113E-01
4.74960E-06,3.20996E-01
4.75080E-06,3.25879E-01
4.75200E-06,3.11230E-01
4.75320E-06,3.30762E-01
4.75440E-06,3.30762E-01
4.75560E-06,3.25879E-01
4.75680E-06,3.35645E-01
4.75800E-06,3.20996E-01
4.75920E-06,3.30762E-01
4.76040E-06,3.25879E-01
4.76160E-06,3.16113E-01
4.76280E-06,3.20996E-01
4.76400E-06,3.25879E-01
4.76520E-06,3.35645E-01
4.76640E-06,3.35645E-01
4.76760E-06,3.20996E-01
4.76880E-06,3.20996E-01
4.77000E-06,3.16113E-01
4.77120E-06,3.20996E-01
4.77240E-06,3.16113E-01
4.77360E-06,3.20996E-01
4.77480E-06,3.20996E-01
4.77600E-06,3.25879E-01
4.77720E-06,3.16113E-01
4.77840E-06,3.16113E-01
4.77960E-06,3.35645E-01
4.78080E-06,3.30762E-01
4.78200E-06,3.11230E-01
4.78320E-06,3.30762E-01
4.78440E-06,3.16113E-01
4.78560E-06,3.16113E-01
4.78680E-06,3.20996E-01
4.78800E-06,3.25879E-01
4.78920E-06,3.25879E-01
4.79040E-06,3.30762E-01
4.79160E-06,3.16113E-01
4.79280E-06,3.01465E-01
4.79400E-06,3.11230E-01
4.79520E-06,3.25879E-01
4.79640E-06,3.20996E-01
4.79760E-06,3.16113E-01
4.79880E-06,3.16113E-01
4.80000E-06,3.30762E-01
4.80120E-06,3.06348E-01
4.80240E-06,3.30762E-01
4.80360E-06,3.30762E-01
4.80480E-06,3.20996E-01
4.80600E-06,3.11230E-01
4.80720E-06,3.16113E-01
4.80840E-06,3.25879E-01
4.80960E-06,3.16113E-01
4.81080E-06,3.25879E-01
4.81200E-06,3.25879E-01
4.81320E-06,3.30762E-01
4.81440E-06,3.11230E-01
4.81560E-06,3.16113E-01
4.81680E-06,3.16113E-01
4.81800E-06,3.01465E-01
4.81920E-06,3.20996E-01
4.82040E-06,3.30762E-01
4.82160E-06,3.25879E-01
4.82280E-06,3.20996E-01
4.82400E-06,3.20996E-01
4.82520E-06,3.11230E-01
4.82640E-06,3.20996E-01
4.82760E-06,3.16113E-01
4.82880E-06,3.11230E-01
4.83000E-06,3.16113E-01
4.83120E-06,3.25879E-01
4.83240E-06,3.25879E-01
4.83360E-06,3.16113E-01
4.83480E-06,3.25879E-01
4.83600E-06,3.16113E-01
4.83720E-06,3.25879E-01
4.83840E-06,3.20996E-01
4.83960E-06,3.16113E-01
4.84080E-06,3.11230E-01
4.84200E-06,3.16113E-01
4.84320E-06,3.16113E-01
4.84440E-06,3.06348E-01
4.84560E-06,3.16113E-01
4.84680E-06,3.16113E-01
4.84800E-06,3.16113E-01
4.84920E-06,3.11230E-01
4.85040E-06,3.16113E-01
4.85160E-06,2.96582E-01
4.85280E-06,3.16113E-01
4.85400E-06,3.20996E-01
4.85520E-06,3.16113E-01
4.85640E-06,3.20996E-01
4.85760E-06,3.11230E-01
4.85880E-06,3.16113E-01
4.86000E-06,3.20996E-01
4.86120E-06,3.40527E-01
4.86240E-06,3.25879E-01
4.86360E-06,3.20996E-01
4.86480E-06,3.20996E-01
4.86600E-06,3.16113E-01
4.86720E-06,3.20996E-01
4.86840E-06,3.16113E-01
4.86960E-06,3.25879E-01
4.87080E-06,3.16113E-01
4.87200E-06,3.25879E-01
4.87320E-06,3.25879E-01
4.87440E-06,3.16113E-01
4.87560E-06,3.06348E-01
4.87680E-06,3.16113E-01
4.87800E-06,3.16113E-01
4.87920E-06,3.06348E-01
4.88040E-06,3.20996E-01
4.88160E-06,3.16113E-01
4.88280E-06,3.11230E-01
4.88400E-06,3.16113E-01
4.88520E-06,3.11230E-01
4.88640E-06,3.11230E-01
4.88760E-06,3.16113E-01
4.88880E-06,3.16113E-01
4.89000E-06,3.20996E-01
4.89120E-06,3.11230E-01
4.89240E-06,3.30762E-01
4.89360E-06,3.11230E-01
4.89480E-06,3.06348E-01
4.89600E-06,3.16113E-01
4.89720E-06,3.16113E-01
4.89840E-06,3.16113E-01
4.89960E-06,3.20996E-01
4.90080E-06,3.11230E-01
4.90200E-06,3.06348E-01
4.90320E-06,3.25879E-01
4.90440E-06,3.20996E-01
4.90560E-06,3.16113E-01
4.90680E-06,3.11230E-01
4.90800E-06,3.16113E-01
4.90920E-06,3.16113E-01
4.91040E-06,3.16113E-01
4.91160E-06,3.25879E-01
4.91280E-06,3.16113E-01
4.91400E-06,3.20996E-01
4.91520E-06,3.16113E-01
4.91640E-06,3.16113E-01
4.91760E-06,3.16113E-01
4.91880E-06,3.11230E-01
4.92000E-06,3.01465E-01
4.92120E-06,3.06348E-01
4.92240E-06,3.06348E-01
4.92360E-06,3.11230E-01
4.92480E-06,3.25879E-01
4.92600E-06,3.11230E-01
4.92720E-06,3.06348E-01
4.92840E-06,3.16113E-01
4.92960E-06,3.16113E-01
4.93080E-06,3.16113E-01
4.93200E-06,3.06348E-01
4.93320E-06,3.16113E-01
4.93440E-06,3.20996E-01
4.93560E-06,3.16113E-01
4.93680E-06,3.11230E-01
4.93800E-06,3.16113E-01
4.93920E-06,3.11230E-01
4.94040E-06,3.20996E-01
4.94160E-06,3.11230E-01
4.94280E-06,3.11230E-01
4.94400E-06,3.11230E-01
4.94520E-06,3.11230E-01
4.94640E-06,3.11230E-01
4.94760E-06,3.16113E-01
4.94880E-06,3.06348E-01
4.95000E-06,3.11230E-01
4.95120E-06,3.16113E-01
4.95240E-06,3.16113E-01
4.95360E-06,3.25879E-01
4.95480E-06,3.11230E-01
4.95600E-06,3.16113E-01
4.95720E-06,3.20996E-01
4.95840E-06,3.16113E-01
4.95960E-06,3.01465E-01
4.96080E-06,3.16113E-01
4.96200E-06,3.16113E-01
4.96320E-06,2.91699E-01
4.96440E-06,3.06348E-01
4.96560E-06,3.11230E-01
4.96680E-06,3.01465E-01
4.96800E-06,3.20996E-01
4.96920E-06,3.16113E-01
4.97040E-06,3.11230E-01
4.97160E-06,3.01465E-01
4.97280E-06,3.06348E-01
4.97400E-06,2.96582E-01
4.97520E-06,3.16113E-01
4.97640E-06,3.06348E-01
4.97760E-06,3.16113E-01
4.97880E-06,2.86816E-01
4.98000E-06,3.01465E-01
4.98120E-06,2.96582E-01
4.98240E-06,3.01465E-01
4.98360E-06,2.96582E-01
4.98480E-06,2.81934E-01
4.98600E-06,3.11230E-01
4.98720E-06,3.01465E-01
4.98840E-06,3.11230E-01
4.98960E-06,3.06348E-01
4.99080E-06,3.01465E-01
4.99200E-06,3.16113E-01
4.99320E-06,3.06348E-01
4.99440E-06,3.01465E-01
4.99560E-06,3.11230E-01
4.99680E-06,3.06348E-01
4.99800E-06,3.06348E-01
4.99920E-06,3.16113E-01
5.00040E-06,3.11230E-01
5.00160E-06,3.06348E-01
5.00280E-06,3.01465E-01
5.00400E-06,3.01465E-01
5.00520E-06,3.16113E-01
5.00640E-06,2.96582E-01
5.00760E-06,3.16113E-01
5.00880E-06,3.16113E-01
5.01000E-06,3.11230E-01
5.01120E-06,3.01465E-01
5.01240E-06,3.11230E-01
5.01360E-06,3.01465E-01
5.01480E-06,3.06348E-01
5.01600E-06,3.20996E-01
5.01720E-06,2.96582E-01
5.01840E-06,3.06348E-01
5.01960E-06,3.06348E-01
5.02080E-06,3.06348E-01
5.02200E-06,2.96582E-01
5.02320E-06,3.01465E-01
5.02440E-06,3.11230E-01
5.02560E-06,3.06348E-01
5.02680E-06,2.96582E-01
5.02800E-06,3.06348E-01
5.02920E-06,2.86816E-01
5.03040E-06,2.96582E-01
5.03160E-06,2.96582E-01
5.03280E-06,2.96582E-01
5.03400E-06,3.06348E-01
5.03520E-06,3.06348E-01
5.03640E-06,2.86816E-01
5.03760E-06,3.11230E-01
5.03880E-06,2.96582E-01
5.04000E-06,2.96582E-01
5.04120E-06,2.86816E-01
5.04240E-06,2.81934E-01
5.04360E-06,2.96582E-01
5.04480E-06,3.01465E-01
5.04600E-06,3.06348E-01
5.04720E-06,3.06348E-01
5.04840E-06,2.91699E-01
5.04960E-06,3.11230E-01
5.05080E-06,3.11230E-01
5.05200E-06,3.01465E-01
5.05320E-06,2.96582E-01
5.05440E-06,3.01465E-01
5.05560E-06,2.96582E-01
5.05680E-06,2.91699E-01
5.05800E-06,2.96582E-01
5.05920E-06,3.11230E-01
5.06040E-06,2.86816E-01
5.06160E-06,3.01465E-01
5.06280E-06,2.96582E-01
5.06400E-06,2.96582E-01
5.06520E-06,2.86816E-01
5.06640E-06,3.01465E-01
5.06760E-06,3.01465E-01
5.06880E-06,3.01465E-01
5.07000E-06,2.86816E-01
5.07120E-06,2.91699E-01
5.07240E-06,3.11230E-01
5.07360E-06,2.86816E-01
5.07480E-06,2.96582E-01
5.07600E-06,3.01465E-01
5.07720E-06,2.96582E-01
5.07840E-06,2.96582E-01
5.07960E-06,2.96582E-01
5.08080E-06,3.01465E-01
5.08200E-06,2.96582E-01
