Displacement,Force
11.39999962,4.900000095
11.30000019,5
11.19999981,5.099999905
11.10000038,5.300000191
10.89999962,5.300000191
10.89999962,5.599999905
10.89999962,5.699999809
10.80000019,5.699999809
10.69999981,5.699999809
10.60000038,5.699999809
10.5,5.900000095
10.39999962,6.099999905
10.30000019,6.099999905
10.19999981,6.099999905
10.19999981,6.400000095
10.10000038,6.5
10,6.5
9.899999619,6.5
9.800000191,6.699999809
9.699999809,6.900000095
9.600000381,6.900000095
9.5,7
9.5,7.300000191
9.399999619,7.300000191
9.300000191,7.400000095
9.300000191,7.599999905
9.199999809,7.699999809
9.100000381,7.800000191
9,8
8.899999619,8.100000381
8.800000191,8.199999809
8.699999809,8.399999619
8.600000381,8.5
8.5,8.800000191
8.399999619,8.899999619
8.300000191,9.100000381
8.300000191,9.199999809
8.199999809,9.300000191
8.100000381,9.5
8,9.699999809
7.900000095,9.699999809
7.800000191,10
7.699999809,10.10000038
7.699999809,10.30000019
7.599999905,10.5
7.5,10.69999981
7.400000095,10.80000019
7.300000191,11
7.199999809,11.19999981
7.199999809,11.30000019
7.099999905,11.60000038
7,11.69999981
6.900000095,11.89999962
6.800000191,12.19999981
6.699999809,12.39999962
6.699999809,12.60000038
6.599999905,12.89999962
6.5,13.10000038
6.5,13.30000019
6.400000095,13.39999962
6.400000095,13.60000038
6.300000191,13.69999981
6.199999809,14
6.199999809,14.10000038
6.099999905,14.30000019
6,14.5
5.900000095,14.69999981
5.900000095,14.89999962
5.800000191,15.10000038
5.699999809,15.30000019
5.599999905,15.5
5.5,15.69999981
5.5,16
5.400000095,16.10000038
5.300000191,16.39999962
5.199999809,16.60000038
5.199999809,16.79999924
5.099999905,17.10000038
5,17.29999924
5,17.5
4.900000095,17.70000076
4.900000095,18
4.800000191,18.10000038
4.699999809,18.39999962
4.699999809,18.5
4.5,18.79999924
4.400000095,19.10000038
4.300000191,19.29999924
4.300000191,19.60000038
4.199999809,20
4.099999905,20.29999924
4,20.60000038
3.900000095,20.89999962
3.799999952,21.20000076
3.799999952,21.5
3.700000048,21.79999924
3.599999905,22.10000038
3.599999905,22.39999962
3.5,22.60000038
3.5,22.79999924
3.400000095,23
3.400000095,23.29999924
3.299999952,23.5
3.299999952,23.70000076
3.200000048,24
3.099999905,24.29999924
3,24.5
3,24.89999962
2.900000095,25.20000076
2.900000095,25.39999962
2.799999952,25.70000076
2.700000048,26
2.700000048,26.20000076
