0	0.000818285	
0.2	0.000818694	
0.4	0.000819353	
0.6	0.000818098	
0.8	0.000818508	
1	0.000820235	
1.2	0.00082416	
1.4	0.000823278	
1.6	0.000825005	
1.8	0.000826806	
2	0.000825949	
2.2	0.000825017	
2.4	0.000829191	
2.6	0.000829452	
2.8	0.000831576	
3	0.000829042	
3.2	0.000824434	
3.4	0.000833937	
3.6	0.000835626	
3.8	0.000836148	
4	0.000831005	
4.2	0.0008337	
4.4	0.000836309	
4.6	0.000830384	
4.8	0.000835638	
5	0.00084052	
5.2	0.00083816	
5.4	0.000836036	
5.6	0.000835365	
5.8	0.000834322	
6	0.000833949	
6.2	0.000834769	
6.4	0.000836185	
6.6	0.000835614	
6.8	0.000834881	
7	0.000834197	
7.2	0.000833949	
7.4	0.000833601	
7.6	0.000833079	
7.8	0.00083262	
8	0.000831303	
8.2	0.000831328	
8.4	0.000833204	
8.6	0.000834632	
8.8	0.000834955	
9	0.000833539	
9.2	0.00083334	
9.4	0.000835129	
9.6	0.000833763	
9.8	0.000835117	
10	0.000834297	
10.2	0.000833713	
10.4	0.000832185	
10.6	0.000830384	
10.8	0.000826843	
11	0.000827216	
11.2	0.000829663	
11.4	0.00083267	
11.6	0.000834309	
11.8	0.00083421	
12	0.000832247	
12.2	0.00083252	
12.4	0.000831005	
12.6	0.000829154	
12.8	0.000827353	
13	0.000827999	
13.2	0.000829688	
13.4	0.000831216	
13.6	0.000830843	
13.8	0.000830235	
14	0.000831142	
14.2	0.000830334	
14.4	0.000827576	
14.6	0.000829092	
14.8	0.000829067	
15	0.000833874	
15.2	0.000834744	
15.4	0.000833042	
15.6	0.00082944	
15.8	0.00083011	
16	0.000835166	
16.2	0.00083734	
16.4	0.000835489	
16.6	0.000832086	
16.8	0.000831129	
17	0.000832347	
17.2	0.0008337	
17.4	0.000834346	
17.6	0.000836533	
17.8	0.000839527	
18	0.0008418	
18.2	0.00084334	
18.4	0.000844495	
18.6	0.000844086	
18.8	0.000841526	
19	0.0008358	
19.2	0.000831489	
19.4	0.000833154	
19.6	0.000841402	
19.8	0.000848756	
20	0.000847564	
20.2	0.000841291	
20.4	0.000841626	
20.6	0.000846247	
20.8	0.000848309	
21	0.0008438	
21.2	0.000838843	
21.4	0.000840135	
21.6	0.00084298	
21.8	0.000841489	
22	0.000837017	
22.2	0.000835986	
22.4	0.000839204	
22.6	0.000844682	
22.8	0.000844247	
23	0.00084057	
23.2	0.000841117	
23.4	0.000845551	
23.6	0.000846446	
23.8	0.000840545	
24	0.000832384	
24.2	0.000835079	
24.4	0.000844458	
24.6	0.000849589	
24.8	0.000848582	
25	0.000846085	
25.2	0.000845787	
25.4	0.000846185	
