0	0.000965985	
0.2	0.000958022	
0.4	0.000951886	
0.6	0.000957203	
0.8	0.000966171	
1	0.000963327	
1.2	0.000959103	
1.4	0.000962209	
1.6	0.000962817	
1.8	0.000963277	
2	0.000963799	
2.2	0.000968209	
2.4	0.00096324	
2.6	0.000966221	
2.8	0.000978693	
3	0.000978271	
3.2	0.000981563	
3.4	0.000999028	
3.6	0.000992569	
3.8	0.000989637	
4	0.000984904	
4.2	0.000989948	
4.4	0.000995612	
4.6	0.00100185	
4.8	0.0010074	
5	0.00101704	
5.2	0.0010295	
5.4	0.00104662	
5.6	0.00104504	
5.8	0.00103454	
6	0.00102188	
6.2	0.00101139	
6.4	0.00100475	
6.6	0.00101365	
6.8	0.00101103	
7	0.00101995	
7.2	0.00103668	
7.4	0.00104167	
7.6	0.00102962	
7.8	0.00102756	
8	0.00102977	
8.2	0.00101753	
8.4	0.00100189	
8.6	0.00099724	
8.8	0.00100018	
9	0.00100722	
9.2	0.00101834	
9.4	0.00102376	
9.6	0.00101567	
9.8	0.00101028	
10	0.00101577	
10.2	0.00101944	
10.4	0.00101397	
10.6	0.00101946	
10.8	0.00103514	
11	0.00103972	
11.2	0.00103862	
11.4	0.00104613	
11.6	0.00105636	
11.8	0.00105892	
12	0.00104911	
12.2	0.00103631	
12.4	0.00104313	
12.6	0.00106887	
12.8	0.00108825	
13	0.00108834	
13.2	0.0010855	
13.4	0.00108641	
13.6	0.00108647	
13.8	0.00109933	
14	0.00111418	
14.2	0.00110314	
14.4	0.00108552	
14.6	0.001101	
14.8	0.00112152	
15	0.00111385	
15.2	0.00109903	
15.4	0.00109102	
15.6	0.00108064	
15.8	0.00107837	
16	0.00109237	
16.2	0.00110506	
16.4	0.00109401	
16.6	0.00107861	
16.8	0.00109789	
17	0.00113971	
17.2	0.00114714	
17.4	0.00112437	
17.6	0.00113487	
17.8	0.00115765	
18	0.00114116	
18.2	0.00111847	
18.4	0.00111607	
18.6	0.00109618	
18.8	0.00110529	
19	0.0011877	
19.2	0.00123334	
19.4	0.00124003	
19.6	0.00128698	
19.8	0.00134546	
20	0.00132545	
20.2	0.00128103	
20.4	0.00125382	
20.6	0.00124396	
20.8	0.00126995	
21	0.00131361	
21.2	0.00131238	
21.4	0.00130484	
21.6	0.00134689	
21.8	0.00134391	
22	0.00130059	
22.2	0.00131845	
22.4	0.00136768	
22.6	0.00138057	
22.8	0.00142602	
23	0.00148411	
23.2	0.00145904	
23.4	0.00140448	
23.6	0.0013873	
23.8	0.0013598	
24	0.00130884	
24.2	0.00130557	
24.4	0.00136726	
24.6	0.00144253	
24.8	0.00146006	
25	0.00146366	
25.2	0.0015415	
25.4	0.00163169	
25.6	0.0016825	
25.8	0.00189706	
26	0.00223983	
26.2	0.00223589	
26.4	0.00185397	
26.6	0.0016522	
26.8	0.00163941	
27	0.00156767	
27.2	0.0016207	
27.4	0.00179764	
27.6	0.00197142	
27.8	0.00250158	
28	0.00318197	
28.2	0.00317688	
28.4	0.00253195	
28.6	0.00205287	
28.8	0.00196051	
29	0.00196285	
29.2	0.00196211	
29.4	0.00196378	
29.6	0.00197107	
29.8	0.00212719	
30	0.00236735	
30.2	0.00234886	
30.4	0.00208573	
30.6	0.00204262	
30.8	0.0023095	
31	0.00244663	
31.2	0.00244664	
31.4	0.00262682	
31.6	0.00266707	
31.8	0.00283465	
32	0.00502569	
32.2	0.00826864	
32.4	0.00846394	
32.6	0.00579041	
32.8	0.00427687	
33	0.00417861	
33.2	0.0036187	
33.4	0.0042295	
33.6	0.00557159	
33.8	0.00598006	
34	0.013713	
34.2	0.0333998	
34.4	0.0449955	
34.6	0.032015	
34.8	0.0146958	
35	0.00912088	
35.2	0.00715789	
35.4	0.00675641	
35.6	0.0100385	
35.8	0.0105555	
36	0.0238064	
36.2	0.0684778	
36.4	0.104314	
36.6	0.0869281	
36.8	0.0429032	
37	0.0183873	
37.2	0.0132541	
37.4	0.00997188	
37.6	0.0127964	
37.8	0.0145361	
38	0.0184724	
38.2	0.0610743	
38.4	0.128217	
38.6	0.136276	
38.8	0.0763294	
39	0.0278392	
39.2	0.0163875	
39.4	0.0124765	
39.6	0.0113759	
39.8	0.0139087	
40	0.0133234	
40.2	0.0355954	
40.4	0.0896404	
40.6	0.114919	
40.8	0.0797361	
41	0.0314802	
41.2	0.0139967	
41.4	0.0116379	
41.6	0.00857597	
41.8	0.00907658	
42	0.00879513	
42.2	0.0117687	
42.4	0.0323286	
42.6	0.0525902	
42.8	0.0438585	
43	0.0196324	
43.2	0.00794532	
43.4	0.00680424	
43.6	0.00546779	
43.8	0.00453271	
44	0.00466715	
44.2	0.00446857	
44.4	0.0068196	
44.6	0.0106963	
44.8	0.0103966	
45	0.00620752	
45.2	0.00337393	
45.4	0.00297017	
45.6	0.00279168	
45.8	0.00248458	
46	0.00243789	
46.2	0.00244245	
46.4	0.00241287	
46.6	0.00240218	
46.8	0.00237627	
47	0.00230478	
47.2	0.00212172	
47.4	0.00188682	
47.6	0.00182197	
47.8	0.0018656	
48	0.00196439	
48.2	0.00196534	
48.4	0.00198272	
48.6	0.00272229	
48.8	0.00389917	
49	0.00393817	
49.2	0.00265762	
49.4	0.00180954	
49.6	0.00182451	
49.8	0.00177403	
50	0.00171866	
50.2	0.0018647	
50.4	0.00178552	
50.6	0.00188226	
50.8	0.00259116	
51	0.00282719	
51.2	0.00211527	
51.4	0.0015442	
51.6	0.00162276	
51.8	0.0016416	
52	0.00151295	
52.2	0.00159245	
52.4	0.00163706	
52.6	0.00149471	
52.8	0.00142232	
53	0.00146871	
53.2	0.00146655	
53.4	0.00143393	
53.6	0.00140606	
53.8	0.00137321	
54	0.00139239	
54.2	0.00143553	
54.4	0.00140321	
54.6	0.00131227	
54.8	0.00130201	
55	0.00143765	
55.2	0.00157384	
55.4	0.00151076	
55.6	0.0013168	
55.8	0.00123927	
56	0.0012745	
56.2	0.00129103	
56.4	0.00127254	
56.6	0.00122495	
56.8	0.00119052	
57	0.00128842	
57.2	0.0014297	
57.4	0.00138773	
57.6	0.00124519	
57.8	0.00121252	
58	0.0012206	
58.2	0.00117751	
58.4	0.00118021	
58.6	0.0012291	
58.8	0.00120587	
59	0.00114923	
59.2	0.00115807	
59.4	0.00121067	
59.6	0.00124504	
59.8	0.00122362	
60	0.00116064	
60.2	0.0011259	
60.4	0.00114782	
60.6	0.00118015	
60.8	0.00117848	
61	0.0011311	
61.2	0.00110196	
61.4	0.00116221	
61.6	0.00124513	
61.8	0.00121089	
62	0.00111295	
62.2	0.00109093	
62.4	0.00111863	
62.6	0.0011171	
62.8	0.00109182	
63	0.00107069	
63.2	0.00106247	
63.4	0.00109134	
63.6	0.00113331	
63.8	0.00112787	
64	0.00109307	
64.2	0.00107336	
64.4	0.00105653	
64.6	0.00105203	
64.8	0.00106186	
65	0.00107027	
65.2	0.00106777	
65.4	0.00105992	
65.6	0.00106577	
65.8	0.00108108	
66	0.00108447	
66.2	0.00106903	
66.4	0.00104472	
66.6	0.00103535	
66.8	0.00105061	
67	0.00107331	
67.2	0.00107433	
67.4	0.00105397	
67.6	0.00104714	
67.8	0.00106067	
68	0.00106203	
68.2	0.00103785	
68.4	0.00101344	
68.6	0.00100451	
68.8	0.00100961	
69	0.00102815	
69.2	0.00104087	
69.4	0.00103528	
69.6	0.00102338	
69.8	0.00102786	
70	0.00102007	
70.2	0.00100796	
70.4	0.00100996	
70.6	0.00100048	
70.8	0.000973687	
71	0.000978942	
71.2	0.00100121	
71.4	0.00100281	
71.6	0.00100141	
71.8	0.00100407	
72	0.000998892	
72.2	0.000994072	
72.4	0.00099924	
72.6	0.000997948	
72.8	0.000978631	
73	0.000974644	
73.2	0.000992122	
73.4	0.00100682	
73.6	0.000997886	
73.8	0.000999413	
74	0.000992705	
74.2	0.000990991	
74.4	0.000984321	
74.6	0.000972768	
74.8	0.00096206	
75	0.000958047	
75.2	0.000952929	
75.4	0.000961861	
75.6	0.00097878	
75.8	0.000984432	
76	0.000974395	
76.2	0.000962321	
76.4	0.000968333	
76.6	0.000967563	
76.8	0.000968333	
77	0.00096355	
77.2	0.000951141	
77.4	0.000955463	
77.6	0.000971103	
77.8	0.000979103	
78	0.000980109	
78.2	0.00097529	
78.4	0.000963463	
78.6	0.000964979	
78.8	0.000975997	
79	0.000971936	
79.2	0.000959724	
79.4	0.000965215	
79.6	0.000974768	
79.8	0.000976283	
80	0.000971066	
80.2	0.000964022	
80.4	0.00095683	
80.6	0.00095124	
80.8	0.000950681	
81	0.000951153	
81.2	0.000946842	
81.4	0.000944669	
81.6	0.00094442	
81.8	0.00094529	
82	0.00095729	
82.2	0.000948557	
82.4	0.000932706	
82.6	0.000931824	
82.8	0.000883514	
83	0.000908644	
83.2	0.000911588	
83.4	0.000900495	
83.6	0.000885911	
83.8	0.000869154	
84	0.00084585	
84.2	0.000873973	
84.4	0.000876408	
84.6	0.000872458	
84.8	0.00087416	
85	0.000868843	
85.2	0.000864756	
85.4	0.0008817	
85.6	0.000892532	
85.8	0.00089611	
86	0.000894793	
86.2	0.000889067	
86.4	0.000890445	
86.6	0.000883352	
86.8	0.000864818	
87	0.000875539	
87.2	0.000886234	
87.4	0.000862272	
87.6	0.000855154	
87.8	0.000863179	
88	0.000879178	
88.2	0.000884893	
88.4	0.000885054	
88.6	0.000880358	
88.8	0.000874918	
89	0.000874147	
89.2	0.000862197	
89.4	0.000885402	
89.6	0.000868694	
89.8	0.000866992	
90	0.000874744	
90.2	0.000884334	
90.4	0.000844346	
90.6	0.000843825	
90.8	0.000843526	
91	0.000844856	
91.2	0.000842384	
91.4	0.000847464	
91.6	0.000852396	
91.8	0.000857564	
92	0.000856657	
92.2	0.000851999	
92.4	0.000858458	
92.6	0.000868359	
92.8	0.00087416	
93	0.000877191	
93.2	0.000876135	
93.4	0.000875837	
93.6	0.00087693	
93.8	0.000877154	
94	0.000867017	
94.2	0.000872669	
94.4	0.000846843	
94.6	0.000852384	
94.8	0.000861365	
95	0.000856371	
95.2	0.000853439	
95.4	0.000851899	
95.6	0.000857887	
95.8	0.000857241	
96	0.000855539	
96.2	0.000843924	
96.4	0.00083539	
96.6	0.000831452	
96.8	0.000827812	
97	0.0008138	
97.2	0.000802073	
97.4	0.00081903	
97.6	0.000853986	
97.8	0.000854719	
98	0.000858259	
98.2	0.00085252	
98.4	0.00085744	
98.6	0.000857762	
98.8	0.000860694	
99	0.000856023	
99.2	0.000846135	
99.4	0.000834781	
99.6	0.000833775	
99.8	0.000853949	
100	0.00085134	
